date_time	probe_1	probe_2	probe_3	probe_4	date_time2
9/02/2021 17:05	0.2596	0.2387	0.2911	0.3125	09/02/21 05:05:00 PM
9/02/2021 19:05	0.2592	0.239	0.2908	0.311	09/02/21 07:05:00 PM
9/02/2021 21:05	0.2592	0.2394	0.2908	0.3102	09/02/21 09:05:00 PM
9/02/2021 23:05	0.2582	0.2394	0.2904	0.3092	09/02/21 11:05:00 PM
9/03/2021 1:05	0.2579	0.239	0.2901	0.3084	09/03/21 01:05:00 AM
9/03/2021 3:05	0.2571	0.2387	0.2898	0.3077	09/03/21 03:05:00 AM
9/03/2021 5:05	0.2564	0.2383	0.2895	0.3069	09/03/21 05:05:00 AM
9/03/2021 7:05	0.2557	0.2367	0.3461	0.3526	09/03/21 07:05:00 AM
9/03/2021 9:05	0.252	0.2311	0.3403	0.3471	09/03/21 09:05:00 AM
9/03/2021 11:05	0.2456	0.2169	0.3295	0.3308	09/03/21 11:05:00 AM
9/03/2021 13:05	0.2374	0.1981	0.3178	0.3195	09/03/21 01:05:00 PM
9/03/2021 15:05	0.2274	0.1866	0.3092	0.3106	09/03/21 03:05:00 PM
9/03/2021 17:05	0.2219	0.1779	0.3054	0.3058	09/03/21 05:05:00 PM
9/03/2021 19:05	0.2185	0.1752	0.3048	0.3048	09/03/21 07:05:00 PM
9/03/2021 21:05	0.2174	0.1738	0.304	0.3043	09/03/21 09:05:00 PM
9/03/2021 23:05	0.2161	0.1728	0.3037	0.304	09/03/21 11:05:00 PM
9/04/2021 1:05	0.2153	0.1714	0.3037	0.3033	09/04/21 01:05:00 AM
9/04/2021 3:05	0.2139	0.1709	0.3029	0.3029	09/04/21 03:05:00 AM
9/04/2021 5:05	0.2139	0.1685	0.3026	0.3026	09/04/21 05:05:00 AM
9/04/2021 7:05	0.2122	0.1677	0.3022	0.3022	09/04/21 07:05:00 AM
9/04/2021 9:05	0.2064	0.1585	0.338	0.3339	09/04/21 09:05:00 AM
9/04/2021 11:05	0.2056	0.1466	0.3235	0.3216	09/04/21 11:05:00 AM
9/04/2021 13:05	0.1976	0.1357	0.314	0.3121	09/04/21 01:05:00 PM
9/04/2021 15:05	0.1862	0.129	0.3062	0.3043	09/04/21 03:05:00 PM
9/04/2021 17:05	0.1779	0.1209	0.3022	0.2987	09/04/21 05:05:00 PM
9/04/2021 19:05	0.1738	0.1179	0.3011	0.2979	09/04/21 07:05:00 PM
9/04/2021 21:05	0.1709	0.1153	0.3008	0.2976	09/04/21 09:05:00 PM
9/04/2021 23:05	0.1685	0.1138	0.3008	0.297	09/04/21 11:05:00 PM
9/05/2021 1:05	0.1663	0.1117	0.3005	0.2966	09/05/21 01:05:00 AM
9/05/2021 3:05	0.1642	0.1101	0.3001	0.2963	09/05/21 03:05:00 AM
9/05/2021 5:05	0.1629	0.1091	0.2997	0.2959	09/05/21 05:05:00 AM
9/05/2021 7:05	0.1608	0.1069	0.2994	0.2952	09/05/21 07:05:00 AM
9/05/2021 9:05	0.157	0.1047	0.297	0.2908	09/05/21 09:05:00 AM
9/05/2021 11:05	0.1547	0.1009	0.3299	0.3282	09/05/21 11:05:00 AM
9/05/2021 13:05	0.1446	0.0932	0.3219	0.3192	09/05/21 01:05:00 PM
9/05/2021 15:05	0.1366	0.0887	0.3187	0.3144	09/05/21 03:05:00 PM
9/05/2021 17:05	0.1307	0.0841	0.3171	0.3118	09/05/21 05:05:00 PM
9/05/2021 19:05	0.1256	0.0803	0.316	0.3106	09/05/21 07:05:00 PM
9/05/2021 21:05	0.1219	0.0775	0.3148	0.3095	09/05/21 09:05:00 PM
9/05/2021 23:05	0.1194	0.0752	0.314	0.3087	09/05/21 11:05:00 PM
9/06/2021 1:05	0.1164	0.0732	0.3133	0.308	09/06/21 01:05:00 AM
9/06/2021 3:05	0.1143	0.0708	0.3128	0.3072	09/06/21 03:05:00 AM
9/06/2021 5:05	0.1117	0.0691	0.3125	0.3066	09/06/21 05:05:00 AM
9/06/2021 7:05	0.1101	0.0684	0.3594	0.3441	09/06/21 07:05:00 AM
9/06/2021 9:05	0.1112	0.0725	0.349	0.3361	09/06/21 09:05:00 AM
9/06/2021 11:05	0.1107	0.0722	0.3357	0.3223	09/06/21 11:05:00 AM
9/06/2021 13:05	0.102	0.0671	0.3261	0.3113	09/06/21 01:05:00 PM
9/06/2021 15:05	0.0932	0.0614	0.3171	0.3033	09/06/21 03:05:00 PM
9/06/2021 17:05	0.0875	0.0544	0.3121	0.2976	09/06/21 05:05:00 PM
9/06/2021 19:05	0.0816	0.0482	0.3113	0.2966	09/06/21 07:05:00 PM
9/06/2021 21:05	0.0781	0.0442	0.3102	0.2963	09/06/21 09:05:00 PM
9/06/2021 23:05	0.0758	0.0421	0.3102	0.2959	09/06/21 11:05:00 PM
9/07/2021 1:05	0.0745	0.0401	0.3095	0.2955	09/07/21 01:05:00 AM
9/07/2021 3:05	0.0732	0.0375	0.3095	0.2952	09/07/21 03:05:00 AM
9/07/2021 5:05	0.0715	0.0363	0.3092	0.2949	09/07/21 05:05:00 AM
9/07/2021 7:05	0.0702	0.0354	0.3616	0.3762	09/07/21 07:05:00 AM
9/07/2021 9:05	0.0829	0.0482	0.3427	0.3594	09/07/21 09:05:00 AM
9/07/2021 11:05	0.0863	0.0517	0.3295	0.3352	09/07/21 11:05:00 AM
9/07/2021 13:05	0.0775	0.0494	0.3175	0.3231	09/07/21 01:05:00 PM
9/07/2021 15:05	0.0708	0.0442	0.3106	0.314	09/07/21 03:05:00 PM
9/07/2021 17:05	0.0639	0.0341	0.3051	0.3069	09/07/21 05:05:00 PM
9/07/2021 19:05	0.057	0.0274	0.3043	0.3058	09/07/21 07:05:00 PM
9/07/2021 21:05	0.0521	0.0228	0.304	0.3051	09/07/21 09:05:00 PM
9/07/2021 23:05	0.049	0.0205	0.3037	0.3048	09/07/21 11:05:00 PM
9/08/2021 1:05	0.0462	0.0186	0.3033	0.3043	09/08/21 01:05:00 AM
9/08/2021 3:05	0.0446	0.0166	0.3033	0.3037	09/08/21 03:05:00 AM
9/08/2021 5:05	0.0425	0.0152	0.3029	0.3037	09/08/21 05:05:00 AM
9/08/2021 7:05	0.0421	0.0152	0.3722	0.3029	09/08/21 07:05:00 AM
9/08/2021 9:05	0.0588	0.031	0.3457	0.3688	09/08/21 09:05:00 AM
9/08/2021 11:05	0.0678	0.0384	0.3339	0.3486	09/08/21 11:05:00 AM
9/08/2021 13:05	0.0574	0.0354	0.324	0.3304	09/08/21 01:05:00 PM
9/08/2021 15:05	0.0517	0.0288	0.3168	0.3216	09/08/21 03:05:00 PM
9/08/2021 17:05	0.0454	0.0205	0.3118	0.3136	09/08/21 05:05:00 PM
9/08/2021 19:05	0.0401	0.0152	0.3106	0.3121	09/08/21 07:05:00 PM
9/08/2021 21:05	0.0363	0.0122	0.3106	0.3113	09/08/21 09:05:00 PM
9/08/2021 23:05	0.0341	0.0097	0.3098	0.3106	09/08/21 11:05:00 PM
9/09/2021 1:05	0.0328	0.0087	0.3098	0.3106	09/09/21 01:05:00 AM
9/09/2021 3:05	0.031	0.0081	0.3095	0.3098	09/09/21 03:05:00 AM
9/09/2021 5:05	0.0297	0.0066	0.3092	0.3095	09/09/21 05:05:00 AM
9/09/2021 7:05	0.0297	0.0071	0.3643	0.3829	09/09/21 07:05:00 AM
9/09/2021 9:05	0.047	0.02	0.3506	0.374	09/09/21 09:05:00 AM
9/09/2021 11:05	0.0574	0.0288	0.3371	0.3531	09/09/21 11:05:00 AM
9/09/2021 13:05	0.0462	0.0283	0.3274	0.3412	09/09/21 01:05:00 PM
9/09/2021 15:05	0.0405	0.0238	0.3199	0.3286	09/09/21 03:05:00 PM
9/09/2021 17:05	0.035	0.0122	0.3151	0.3207	09/09/21 05:05:00 PM
9/09/2021 19:05	0.0288	0.0081	0.314	0.3192	09/09/21 07:05:00 PM
9/09/2021 21:05	0.0261	0.005	0.3136	0.3178	09/09/21 09:05:00 PM
9/09/2021 23:05	0.0238	0.0029	0.3133	0.3171	09/09/21 11:05:00 PM
9/10/2021 1:05	0.0224	0.0013	0.3128	0.3163	09/10/21 01:05:00 AM
9/10/2021 3:05	0.02	-0.0003	0.3125	0.316	09/10/21 03:05:00 AM
9/10/2021 5:05	0.0186	-0.0019	0.3125	0.3156	09/10/21 05:05:00 AM
9/10/2021 7:05	0.019	-0.0008	0.3594	0.3811	09/10/21 07:05:00 AM
9/10/2021 9:05	0.0392	0.02	0.3461	0.3775	09/10/21 09:05:00 AM
9/10/2021 11:05	0.0528	0.0332	0.3343	0.3611	09/10/21 11:05:00 AM
9/10/2021 13:05	0.0442	0.0288	0.3223	0.3412	09/10/21 01:05:00 PM
9/10/2021 15:05	0.0392	0.0214	0.3168	0.3343	09/10/21 03:05:00 PM
9/10/2021 17:05	0.0297	0.0107	0.3128	0.3286	09/10/21 05:05:00 PM
9/10/2021 19:05	0.0261	0.0071	0.3125	0.3274	09/10/21 07:05:00 PM
9/10/2021 21:05	0.0224	0.004	0.3121	0.3265	09/10/21 09:05:00 PM
9/10/2021 23:05	0.02	0.0024	0.3113	0.3252	09/10/21 11:05:00 PM
9/11/2021 1:05	0.0176	0.0008	0.311	0.3249	09/11/21 01:05:00 AM
9/11/2021 3:05	0.0166	-0.0003	0.311	0.3244	09/11/21 03:05:00 AM
9/11/2021 5:05	0.0161	-0.0019	0.3106	0.3235	09/11/21 05:05:00 AM
9/11/2021 7:05	0.0161	-0.0008	0.3563	0.374	09/11/21 07:05:00 AM
9/11/2021 9:05	0.035	0.0205	0.3457	0.3649	09/11/21 09:05:00 AM
9/11/2021 11:05	0.0482	0.0297	0.3357	0.3471	09/11/21 11:05:00 AM
9/11/2021 13:05	0.0401	0.0247	0.3219	0.3361	09/11/21 01:05:00 PM
9/11/2021 15:05	0.035	0.0166	0.3175	0.329	09/11/21 03:05:00 PM
9/11/2021 17:05	0.0252	0.0066	0.3136	0.3228	09/11/21 05:05:00 PM
9/11/2021 19:05	0.02	0.0024	0.3128	0.3216	09/11/21 07:05:00 PM
9/11/2021 21:05	0.0166	-0.0003	0.3125	0.3204	09/11/21 09:05:00 PM
9/11/2021 23:05	0.0152	-0.0019	0.3121	0.3195	09/11/21 11:05:00 PM
9/12/2021 1:05	0.0127	-0.0036	0.3118	0.3192	09/12/21 01:05:00 AM
9/12/2021 3:05	0.0122	-0.0047	0.3113	0.3187	09/12/21 03:05:00 AM
9/12/2021 5:05	0.0097	-0.0063	0.311	0.3183	09/12/21 05:05:00 AM
9/12/2021 7:05	0.0107	-0.0052	0.311	0.3175	09/12/21 07:05:00 AM
9/12/2021 9:05	0.0306	0.0152	0.3521	0.3816	09/12/21 09:05:00 AM
9/12/2021 11:05	0.0421	0.0247	0.3361	0.3628	09/12/21 11:05:00 AM
9/12/2021 13:05	0.0328	0.02	0.3244	0.349	09/12/21 01:05:00 PM
9/12/2021 15:05	0.0283	0.0122	0.3187	0.3376	09/12/21 03:05:00 PM
9/12/2021 17:05	0.0176	0.0008	0.3156	0.3304	09/12/21 05:05:00 PM
9/12/2021 19:05	0.0137	-0.0019	0.3148	0.329	09/12/21 07:05:00 PM
9/12/2021 21:05	0.0122	-0.0025	0.3144	0.3282	09/12/21 09:05:00 PM
9/12/2021 23:05	0.0112	-0.0036	0.314	0.3274	09/12/21 11:05:00 PM
09/13/21 01:05:51 AM	0.0107	-0.0047	0.3136	0.3265	09/13/21 01:05:51 AM
09/13/21 03:05:51 AM	0.0081	-0.0063	0.3133	0.3256	09/13/21 03:05:51 AM
09/13/21 05:05:51 AM	0.0066	-0.008	0.3128	0.3249	09/13/21 05:05:51 AM
09/13/21 07:05:51 AM	0.0066	-0.0069	0.366	0.3847	09/13/21 07:05:51 AM
09/13/21 09:05:51 AM	0.0238	0.0107	0.3516	0.3762	09/13/21 09:05:51 AM
09/13/21 11:05:51 AM	0.0363	0.0214	0.3418	0.3655	09/13/21 11:05:51 AM
09/13/21 01:05:51 PM	0.0214	0.005	0.3321	0.3496	09/13/21 01:05:51 PM
09/13/21 03:05:51 PM	0.0176	0.0024	0.3269	0.3408	09/13/21 03:05:51 PM
09/13/21 05:05:51 PM	0.0122	-0.0025	0.324	0.3367	09/13/21 05:05:51 PM
09/13/21 07:05:51 PM	0.0081	-0.0052	0.3235	0.3352	09/13/21 07:05:51 PM
09/13/21 09:05:51 PM	0.005	-0.0086	0.3235	0.3339	09/13/21 09:05:51 PM
09/13/21 11:05:51 PM	0.0029	-0.0097	0.3228	0.3335	09/13/21 11:05:51 PM
09/14/21 01:05:51 AM	0.0013	-0.0115	0.3228	0.3326	09/14/21 01:05:51 AM
09/14/21 03:05:51 AM	-0.0008	-0.0132	0.3223	0.3321	09/14/21 03:05:51 AM
09/14/21 05:05:51 AM	-0.0019	-0.0138	0.3219	0.3312	09/14/21 05:05:51 AM
09/14/21 07:05:51 AM	-0.0008	-0.0138	0.3638	0.3877	09/14/21 07:05:51 AM
09/14/21 09:05:51 AM	0.0176	0.0081	0.3526	0.3746	09/14/21 09:05:51 AM
09/14/21 11:05:51 AM	0.0288	0.0097	0.3418	0.3547	09/14/21 11:05:51 AM
09/14/21 01:05:51 PM	0.02	0.004	0.3317	0.3422	09/14/21 01:05:51 PM
